Title,Link,Views,Upload Date,Duration
Is There a Link Between Cancer and Heart Disease? | Nicholas Leeper | TED,https://www.youtube.com/watch?v=EQQqGlFL_is,64K views,2 years ago,
You Don't Have to Leave Your Neighborhood to Live in a Better One | Majora Carter | TED,https://www.youtube.com/watch?v=igwefSU5aDs,63K views,2 years ago,
How to Lead in the New Era of Employee Activism | Megan Reitz | TED,https://www.youtube.com/watch?v=HFKmpyf9ucQ,42K views,2 years ago,
"The Affordable, 3D-Printed Bionics of the Future | Enzo Romero | TED",https://www.youtube.com/watch?v=Zhtl4Ava1fQ,44K views,2 years ago,
Your Invitation to Disrupt Philanthropy | Sara Lomelin | TED,https://www.youtube.com/watch?v=ddJvVf1eqwM,42K views,2 years ago,
"A Giant Jurassic Sea Dragon, Unearthed | Dean R. Lomax | TED",https://www.youtube.com/watch?v=O0CsyfiQr34,52K views,2 years ago,
How Dance Can Unleash Your Inner Joy | Ryan Heffington | TED,https://www.youtube.com/watch?v=ZHhmi2bS0hU,64K views,2 years ago,
Dr. Anthony Fauci: Is the pandemic actually over? It's complicated | TED,https://www.youtube.com/watch?v=iLc27nj8KrU,64K views,2 years ago,
The Shift We Need to Stop Mass Surveillance | Albert Fox Cahn | TED,https://www.youtube.com/watch?v=hVclObff6fc,45K views,2 years ago,
The Bias behind Your Undiagnosed Chronic Pain | Sheetal DeCaria | TED,https://www.youtube.com/watch?v=H-vvS1zonI0,56K views,2 years ago,
Nuclear Power Is Our Best Hope to Ditch Fossil Fuels | Isabelle Boemeke | TED,https://www.youtube.com/watch?v=ESAaz9v4mSU,153K views,2 years ago,
The Trick to Regaining Your Childlike Wonder | Zach King | TED,https://www.youtube.com/watch?v=CrGpipgcfi4,201K views,2 years ago,
Why the Price of Insulin is a Danger to Diabetics | Brooke Bennett | TED,https://www.youtube.com/watch?v=oQ1FDFMdYjM,115K views,2 years ago,
How Green Hydrogen Could End The Fossil Fuel Era | Vaitea Cowan | TED,https://www.youtube.com/watch?v=9OLxBvLvCoM,281K views,2 years ago,
Everyone can participate in building the metaverse | Sutu | TED,https://www.youtube.com/watch?v=441nwncPN28,51K views,2 years ago,
How to Transform the Chemical Industry -- One Reaction at a Time | Miguel A. Modestino | TED,https://www.youtube.com/watch?v=YddEiDSuOrY,45K views,2 years ago,
"The Colorful, Shapeshifting Wonder of the Amazon's Praying Mantises | Leo Lanna and Lvcas Fiat | TED",https://www.youtube.com/watch?v=OlgcaYAO5VM,45K views,2 years ago,
What if You Could Sing in Your Favorite Musician's Voice? | Holly Herndon | TED,https://www.youtube.com/watch?v=5cbCYwgQkTE,121K views,2 years ago,
How to Build an Equitable and Just Climate Future | Peggy Shepard | TED,https://www.youtube.com/watch?v=j-rw3x8VZxA,40K views,2 years ago,
The Most Powerful Yet Overlooked Resource in Schools | Heejae Lim | TED,https://www.youtube.com/watch?v=abF_EfprTIE,72K views,2 years ago,
What Capitalism Gets Right – and Governments Get Wrong | Katherine Mangu-Ward | TED,https://www.youtube.com/watch?v=9XGm_uHit5g,85K views,2 years ago,
My 105 Days in Taliban Prison -- and a Call to Aid Afghanistan | Safi Rauf | TED,https://www.youtube.com/watch?v=uEATpbQ9md4,62K views,2 years ago,
Is Humanity Smart Enough to Survive Itself? | Jeanette Winterson | TED,https://www.youtube.com/watch?v=KYK6Tfb0snQ,74K views,2 years ago,
The US Can Move past Immigration Prisons – and towards Justice | César Cuauhtémoc García Hernández,https://www.youtube.com/watch?v=mYS2CcIdW1M,29K views,2 years ago,
How to Stop the Metaverse from Becoming the Internet's Bad Sequel | Micaela Mantegna | TED,https://www.youtube.com/watch?v=OYv1dIle47U,68K views,2 years ago,
How We're Reverse Engineering the Human Brain in the Lab | Sergiu P. Pasca | TED,https://www.youtube.com/watch?v=ABmRCdnVq3E&pp=0gcJCX4JAYcqIYzv,140K views,2 years ago,
"""Once There Was III"" -- A Mesmerizing Blend of Dance, Animation and Tech | Nina McNeely | TED",https://www.youtube.com/watch?v=KuXvFAZZlZg,39K views,2 years ago,
The Problem with Plastics | Patricia Villarrubia-Gómez | TED,https://www.youtube.com/watch?v=3RxBIu-cd_Y,74K views,2 years ago,
How Schools Can Nurture Every Student's Genius | Trish Millines Dziko | TED,https://www.youtube.com/watch?v=SUDMIA23_5s,76K views,2 years ago,
Intelligent Floating Machines Inspired by Nature | Anicka Yi | TED,https://www.youtube.com/watch?v=HtGGg7J5z-A&pp=0gcJCX4JAYcqIYzv,61K views,2 years ago,
How to Write Less but Say More | Jim VandeHei | TED,https://www.youtube.com/watch?v=v6BmurUpiN0,133K views,2 years ago,
The Blind Spots of the Green Energy Transition | Olivia Lazard | TED,https://www.youtube.com/watch?v=za6dE5JrNB0,301K views,2 years ago,
"""The Woman in the Arena"" | Gina Chavez | TED",https://www.youtube.com/watch?v=oST05EBK3aI,24K views,2 years ago,
The Humans at the Center of the US Immigration Debate | Ali Noorani | TED,https://www.youtube.com/watch?v=jjyghcrVoRo,32K views,2 years ago,
A Photographic Journey through the Taliban's Takeover of Afghanistan | Kiana Hayeri | TED,https://www.youtube.com/watch?v=PYXpQv2ITBg,42K views,2 years ago,
The Hidden Wonders of Soil | Jane Zelikova | TED,https://www.youtube.com/watch?v=19zJCO1VBj4,74K views,2 years ago,
"The Profound Power of Gratitude and ""Living Eulogies"" | Andrea Driessen | TED",https://www.youtube.com/watch?v=CaqaMwfYk_4,62K views,2 years ago,
Chanda Prescod-Weinstein Connects History to the Stars | The TED Interview,https://www.youtube.com/watch?v=7x21HAC2gnA&pp=0gcJCX4JAYcqIYzv,31K views,2 years ago,
Yuval Noah Harari Reveals the Real Dangers Ahead | The TED Interview,https://www.youtube.com/watch?v=w7DohVZS5Yo,434K views,2 years ago,
Anxious? Blame the Winds! | Far Flung with Saleem Reshamwala | TED Audio Collective,https://www.youtube.com/watch?v=V3olkIREPU4,51K views,2 years ago,
The Secret Somali Mixtapes | Far Flung with Saleem Reshamwala | TED Audio Collective,https://www.youtube.com/watch?v=lLBcszlV1xc,38K views,2 years ago,
Where on Earth Will People Live in the Future? | Parag Khanna | TED,https://www.youtube.com/watch?v=MSevAi_YarQ,76K views,2 years ago,
Could a DAO Build the Next Great City? | Scott Fitsimones | TED,https://www.youtube.com/watch?v=zTStDvUtQWc,90K views,2 years ago,
The Future of Fashion – Made from Mushrooms | Dan Widmaier | TED,https://www.youtube.com/watch?v=OcdumFcGdfU,116K views,2 years ago,
A New Understanding of Human History and the Roots of Inequality | David Wengrow | TED,https://www.youtube.com/watch?v=8SJi0sHrEI4&pp=0gcJCX4JAYcqIYzv,426K views,2 years ago,
The Eco-Creators Helping the Climate Through Social Media | Zahra Biabani | TED,https://www.youtube.com/watch?v=FdbJHeqQh00,58K views,2 years ago,
"How Hip-Hop Can Make Climate Action Cool | Samir Ibrahim, MyVerse and Kristen Warren | TED",https://www.youtube.com/watch?v=atQtlbO6D2Y,33K views,2 years ago,
Why Having Fun Is the Secret to a Healthier Life | Catherine Price | TED,https://www.youtube.com/watch?v=iMBJrvEwv8s,2.5M views,2 years ago,
The Mission to Safeguard Black History in the US | Julieanna L. Richardson | TED,https://www.youtube.com/watch?v=I-sKZBcLKP4,31K views,2 years ago,
Stories of Photographing Monumental People (from Michelle Obama to Stephen Hawking) | Platon | TED,https://www.youtube.com/watch?v=rE_SxmltgmA,45K views,2 years ago,
A 3-Part Plan to Take On Extreme Heat Waves | Eleni Myrivili | TED,https://www.youtube.com/watch?v=WaKrPDso808&pp=0gcJCX4JAYcqIYzv,65K views,2 years ago,
Africa's Great Carbon Valley -- and How to End Energy Poverty | James Irungu Mwangi | TED,https://www.youtube.com/watch?v=CzGu9bP07i0,55K views,2 years ago,
What Happens to People's Donated Eggs and Sperm After They Die? | Ellen Trachman | TED,https://www.youtube.com/watch?v=aFR3-ERg9u8,65K views,2 years ago,
How We Could Solve the Dark Matter Mystery | Chanda Prescod-Weinstein | TED,https://www.youtube.com/watch?v=h6pHoIT-CkM,84K views,2 years ago,
5 Ethical Principles for Digitizing Humanitarian Aid | Aarathi Krishnan | TED,https://www.youtube.com/watch?v=Ix8Cz-veat4,35K views,2 years ago,
A Sci-Fi Story of Earth's Renewal | Vandana Singh | TED,https://www.youtube.com/watch?v=WlItCBR45nY,39K views,2 years ago,
The Brain Science (and Benefits) of ASMR | Craig Richard | TED,https://www.youtube.com/watch?v=Yukt7O1wDXc,128K views,2 years ago,
How Ethics Can Help You Make Better Decisions | Michael Schur | TED,https://www.youtube.com/watch?v=BAswj8evFZk,353K views,2 years ago,
The Case for Radically Human Buildings | Thomas Heatherwick | TED,https://www.youtube.com/watch?v=bhb0P5GGpys,375K views,2 years ago,
How to Alter the Perception of Mental Health Care in Russia | Olga Kitaina | TED,https://www.youtube.com/watch?v=2ExxafHHdhM,53K views,2 years ago,
An Interdimensional Performance of Imagination | Particle Ink | TED,https://www.youtube.com/watch?v=GPz2hDvjkX4,44K views,2 years ago,
How Data-Driven Journalism Illuminates Patterns of Injustice | Alison Killing | TED,https://www.youtube.com/watch?v=EBQO5GegfPA,62K views,2 years ago,
The Secret to Mastering Life's Biggest Transitions | Bruce Feiler | TED,https://www.youtube.com/watch?v=ICxYOe54Zx4,190K views,2 years ago,
The Mindset Shift Needed to Tackle Big Global Challenges | Bernhard Kowatsch | TED,https://www.youtube.com/watch?v=MgM8MGEikDY,52K views,2 years ago,
What Wikipedia Teaches Us About Balancing Truth and Beliefs | Katherine Maher | TED,https://www.youtube.com/watch?v=r2gsj0EEE3I,146K views,2 years ago,
JR: Can Art Change the World? | TED,https://www.youtube.com/watch?v=2fY-iSzbls8,106K views,2 years ago,
SpaceX's Supersized Starship Rocket and the Future of Galactic Exploration | Jennifer Heldmann | TED,https://www.youtube.com/watch?v=Li7PsYiwxVc,432K views,2 years ago,
Why Bittersweet Emotions Underscore Life's Beauty | Susan Cain | TED,https://www.youtube.com/watch?v=ZTg54BbjJfA,49K views,2 years ago,
The Relationship Between Sex and Imagination | Gina Gutierrez | TED,https://www.youtube.com/watch?v=Z9zNFDR-OTU,172K views,2 years ago,
How to Find Joy in Climate Action | Ayana Elizabeth Johnson | TED,https://www.youtube.com/watch?v=VsOJR40M0as,96K views,2 years ago,
How Great Leaders Innovate Responsibly | Ken Chenault | TED,https://www.youtube.com/watch?v=H_rsxmtfKr0,69K views,2 years ago,
"A Second Chance for Fathers to Connect with Their Kids | Charles C. Daniels, Jr. | TED",https://www.youtube.com/watch?v=CL_HC2PJnho,53K views,2 years ago,
Yuval Noah Harari: The Actual Cost of Preventing Climate Breakdown | TED,https://www.youtube.com/watch?v=SiCvGQnweAg,215K views,2 years ago,
How Labor Unions Shape Society | Margaret Levi | TED,https://www.youtube.com/watch?v=tz-DaaAKriE,63K views,2 years ago,
How Black Girls Can Reclaim Their Voice in Music | Kyra Gaunt | TED,https://www.youtube.com/watch?v=4w0eAxciEVY,27K views,2 years ago,
3 Ways to Make Flying More Climate-Friendly | Ryah Whalen | TED,https://www.youtube.com/watch?v=JY-_GRi56KQ&pp=0gcJCX4JAYcqIYzv,59K views,2 years ago,
"How a ""Hi Level"" Mindset Helps You Realize Your Potential | Cordae | TED",https://www.youtube.com/watch?v=x9Ezzxy0frA,2.7M views,2 years ago,
Humanity's Search for Cosmic Truth and Poetic Beauty | Maria Popova | TED,https://www.youtube.com/watch?v=oVTuJzDmyd4,69K views,2 years ago,
"Esports, Virtual Formula 1 and the New Era of Play | James Hodge | TED",https://www.youtube.com/watch?v=DVO0KOHA614,46K views,2 years ago,
The Real Reason You Feel So Busy (and What To Do About It) | Dorie Clark | TED,https://www.youtube.com/watch?v=dr1-fPkTxZM,172K views,2 years ago,
Why Africa Needs Community-Led Conservation | Resson Kantai Duff | TED,https://www.youtube.com/watch?v=sJa2wPfid-U,40K views,2 years ago,
Bryce Dallas Howard: How to Preserve Your Private Life in the Age of Social Media | TED,https://www.youtube.com/watch?v=G-lWWxJPfFo,178K views,2 years ago,
The Awesome Potential of Many Metaverses | Agnes Larsson | TED,https://www.youtube.com/watch?v=IBsSUVIwupQ,107K views,2 years ago,
A Brain Implant That Turns Your Thoughts Into Text | Tom Oxley | TED,https://www.youtube.com/watch?v=7Fiaew7nDmE,203K views,2 years ago,
The Crime-Fighting Power of Cross-Border Investigative Journalism | Bektour Iskender | TED,https://www.youtube.com/watch?v=inf4-ZpqPMU,29K views,2 years ago,
How to Stop Banks from Investing in Fossil Fuels  | Lucie Pinson | TED,https://www.youtube.com/watch?v=ktsuKyzihjU,41K views,2 years ago,
My Long Walk Across India for Women's Freedom | Srishti Bakshi | TED,https://www.youtube.com/watch?v=tJtCcm7PUvA&pp=0gcJCX4JAYcqIYzv,48K views,2 years ago,
The Future of the Food Ecosystem -- and the Power of Your Plate | Ndidi Okonkwo Nwuneli,https://www.youtube.com/watch?v=yUCF2D0NQ70,60K views,2 years ago,
The Restorative Power of Medical Tattoos | Becky Barker | TED,https://www.youtube.com/watch?v=dcsrHfPDP2M,47K views,2 years ago,
The Case for a 4-Day Work Week | Juliet Schor | TED,https://www.youtube.com/watch?v=MyVfUaXyyqo,231K views,2 years ago,
A flavorful field guide to foraging | Alexis Nikole Nelson | TED,https://www.youtube.com/watch?v=2yXSQ1BmZFM,66K views,2 years ago,
The Funding Gap in Start-up Investing | Temie Giwa-Tubosun | TED,https://www.youtube.com/watch?v=gKZBvEekxvo,30K views,2 years ago,
How Is Your City Tackling the Climate Crisis? | Marvin Rees | TED,https://www.youtube.com/watch?v=O8duvJfrjss,37K views,2 years ago,
Al Gore: This Is the Moment to Take On the Climate Crisis | TED,https://www.youtube.com/watch?v=XjK61Kkx1zI,119K views,2 years ago,
Why People and AI Make Good Business Partners | Shervin Khodabandeh | TED,https://www.youtube.com/watch?v=1yQYySYN2io,53K views,2 years ago,
"The Rhythm and Rhyme of Memory, Solitude and Community | Rosanne Cash | TED",https://www.youtube.com/watch?v=4fHVTEVJjjc,40K views,2 years ago,
How to Discover Your Authentic Self -- at Any Age | Bevy Smith | TED,https://www.youtube.com/watch?v=7vqnazqmceQ,2.3M views,2 years ago,
The Likability Dilemma for Women Leaders | Robin Hauser | TED,https://www.youtube.com/watch?v=T2I4tus05hI,128K views,2 years ago,
How mRNA Medicine Will Change the World | Melissa J. Moore | TED,https://www.youtube.com/watch?v=h5D3mv8ewCY,347K views,2 years ago,
"A Creator-Led Internet, Built on Blockchain | Adam Mosserri | TED",https://www.youtube.com/watch?v=rWTwcySGvrE,66K views,2 years ago,
5 Promising Factors Propelling Climate Action | Gabriel Kra | TED Countdown,https://www.youtube.com/watch?v=NYJUgzZYaoo&pp=0gcJCX4JAYcqIYzv,62K views,2 years ago,
The 100 Tampons NASA (Almost) Sent To Space -- and Other Absurd Songs | Marcia Belsky | TED,https://www.youtube.com/watch?v=G7VxEqJp3NQ&pp=0gcJCX4JAYcqIYzv,72K views,2 years ago,
We Could Kick-Start Life on Other Planets. Should We? | Betül Kaçar | TED,https://www.youtube.com/watch?v=fCllxq6NZbk,70K views,2 years ago,
A New Economic Model For Protecting Tropical Forests  | Nat Keohane | TED,https://www.youtube.com/watch?v=UQbkSDbm4sw,41K views,2 years ago,
"NFTs, the Metaverse and the Future of Digital Art | Elizabeth Strickler | TED",https://www.youtube.com/watch?v=oupHYHv_me0,105K views,2 years ago,
Live Drawings of the Human Experience | Jarrett J. Krosoczka | TED,https://www.youtube.com/watch?v=A2ti4_lNPL8,38K views,2 years ago,
The Most Powerful Untapped Resource in Health Care | Edith Elliott and Shahed Alam | TED,https://www.youtube.com/watch?v=36D2r45jABA,53K views,2 years ago,
A Bold Plan to Transform Access to the US Social Safety Net | Amanda Renteria | TED,https://www.youtube.com/watch?v=_8g8BnICrco,35K views,2 years ago,
"A Transparent, Easy Way for Smallholder Farmers to Save | Anushka Ratnayake | TED",https://www.youtube.com/watch?v=qSr39QPhBc4,62K views,2 years ago,
An Election Redesign to Restore Trust in US Democracy | Tiana Epps-Johnson | TED,https://www.youtube.com/watch?v=3itrpciAF4I,39K views,2 years ago,
Mental Health Care That Disrupts Cycles of Violence | Celina de Sola | TED,https://www.youtube.com/watch?v=lGkh7-xOb3I,49K views,2 years ago,
Why Indigenous Forest Guardianship is Crucial to Climate Action | Nonette Royo | TED,https://www.youtube.com/watch?v=YKK7KNiAD2k,37K views,2 years ago,
How Ancient Arctic Carbon Threatens Everyone on the Planet | Sue Natali | TED,https://www.youtube.com/watch?v=r9lDDetKMi4,119K views,2 years ago,
A Safe Pathway to Resettlement for Migrants and Refugees | Becca Heller | TED,https://www.youtube.com/watch?v=HBbBs1ohZtI,34K views,2 years ago,
How Webtoons Are Changing Movies and TV | Hyeonmi Kim | TED,https://www.youtube.com/watch?v=NBMTc71yrpk,87K views,2 years ago,
Why All Melodies Should Be Free for Musicians to Use | Damien Riehl | TED,https://www.youtube.com/watch?v=rjpTBHjeZ_0,52K views,2 years ago,
Powerful Photos That Honor the Lives of Overlooked Women | Smita Sharma | TED,https://www.youtube.com/watch?v=jZSsvUFlCag,33K views,2 years ago,
"Goats, Blockchain and the Future of Money | Fariel Salahuddin | TED",https://www.youtube.com/watch?v=oRUXsDwgEWA&pp=0gcJCX4JAYcqIYzv,84K views,2 years ago,
How the James Webb Space Telescope Will Unfold the Universe | John C. Mather | TED,https://www.youtube.com/watch?v=0BSaphO1v-U,409K views,2 years ago,
We Can Make COVID-19 the Last Pandemic | Bill Gates | TED,https://www.youtube.com/watch?v=B5smctuV7-Q,800K views,2 years ago,
The Future Will Be Shaped by Optimists | Kevin Kelly | TED,https://www.youtube.com/watch?v=FrqBWQ-mVEc,178K views,2 years ago,
An Olympic Champion's Mindset for Overcoming Fear | Allyson Felix | TED,https://www.youtube.com/watch?v=iIne-UO7wUo,136K views,2 years ago,
The African Swamp Protecting Earth's Environment | Vera Songwe | TED,https://www.youtube.com/watch?v=5T2VRY0LECc,31K views,2 years ago,
Elon Musk: A future worth getting excited about | Tesla Texas Gigafactory interview | TED,https://www.youtube.com/watch?v=YRvf00NooN8,10M views,3 years ago,
Ukraine's Fight to Keep Educating Its Children | Zoya Lytvyn | TED,https://www.youtube.com/watch?v=DJWGBoGmxJE,54K views,3 years ago,
Why Entrepreneurship Flourishes in The Countryside | Xiaowei R. Wang | TED,https://www.youtube.com/watch?v=jsFAFsx9otw,41K views,3 years ago,
Stand with Ukraine in the Fight against Evil | Garry Kasparov | TED,https://www.youtube.com/watch?v=wDmEPFO_hd0,208K views,3 years ago,
The Deep Sea's Medicinal Secrets | Sam Afoullouss | TED,https://www.youtube.com/watch?v=zFJH9zUK2mo&pp=0gcJCX4JAYcqIYzv,44K views,3 years ago,
Climate Change Isn't a Distant Threat -- It's Our Reality | Selina Neirok Leem | TED Countdown,https://www.youtube.com/watch?v=JEMqetu-JCI,81K views,3 years ago,
3 Things Men Can Do to Promote Gender Equity | Jimmie Briggs | TED,https://www.youtube.com/watch?v=FG6NHP9nV3g,51K views,3 years ago,
The Power of Purpose in Business | Ashley M. Grice | TED,https://www.youtube.com/watch?v=j4QlG5jKpio,216K views,3 years ago,
"Are Ad Agencies, PR Firms and Lobbyists Destroying the Climate? | Solitaire Townsend | TED Countdown",https://www.youtube.com/watch?v=dQYfflJ4V5Q&pp=0gcJCX4JAYcqIYzv,31K views,3 years ago,
The Hidden Power of Sad Songs and Rainy Days | Susan Cain and Min Kym | TED,https://www.youtube.com/watch?v=0G2U0R0hOCU,229K views,3 years ago,
What It's Like To Be a War Refugee | Zarlasht Halaimzai | TED,https://www.youtube.com/watch?v=p-JeKjsRiVI&pp=0gcJCX4JAYcqIYzv,46K views,3 years ago,
Self-Assembling Robots and the Potential of Artificial Evolution | Emma Hart | TED,https://www.youtube.com/watch?v=1Rr-pZoftho,77K views,3 years ago,
How to Design Mosquitoes Out of Cities | Cameron Webb | TED,https://www.youtube.com/watch?v=pkMIsc_nhQo,47K views,3 years ago,
3 Lessons on Hope in Challenging Times | Wajahat Ali | TED,https://www.youtube.com/watch?v=bIw5ZLITSfo,59K views,3 years ago,
The Critical Role of Black Mothers -- and How to Support All Moms | Anna Malaika Tubbs | TED,https://www.youtube.com/watch?v=ue40_irEXgk,18K views,3 years ago,
What Does a Voice of the Future Sound Like? | Reeps One | TED Countdown,https://www.youtube.com/watch?v=zZEfiiCFEKQ,357K views,3 years ago,
The Creativity and Community Behind Fanfiction | Cecilia Aragon | TED,https://www.youtube.com/watch?v=uXZVfNJ_EXY,33K views,3 years ago,
How to Share Public Money Fairly | Maja Bosnic | TED,https://www.youtube.com/watch?v=vO5Rio_skIU,47K views,3 years ago,
Why US Laws Must Expand Beyond the Nuclear Family | Diana Adams | TED,https://www.youtube.com/watch?v=-dtwId4MO-E,50K views,3 years ago,
3 Ways Your Company's Data Can Jump-Start Climate Action | Massimo Russo | TED,https://www.youtube.com/watch?v=4vYUfKGtJA8,29K views,3 years ago,
What Seaweed and Cow Burps Have to Do with Climate Change | Ermias Kebreab | TED Countdown,https://www.youtube.com/watch?v=fCpKG1QJC14,35K views,3 years ago,
My Secret to Creating Real Magic | Christina Tosi | TED,https://www.youtube.com/watch?v=NkYk36wpk-4,86K views,3 years ago,
The Carbonless Fuel That Could Change How We Ship Goods | Maria Gallucci | TED,https://www.youtube.com/watch?v=dvxmn_6o8g0,53K views,3 years ago,
The Counterintuitive Psychology of Insurance | Orit Tykocinski | TED,https://www.youtube.com/watch?v=G9UEBLcJIRc&pp=0gcJCX4JAYcqIYzv,50K views,3 years ago,
"How To Fix The ""Bugs"" In The Net-Zero Code | Lucas Joppa | TED Countdown",https://www.youtube.com/watch?v=1oDuK08hrrE,40K views,3 years ago,
"The ""Greenhouse-in-a-Box"" Empowering Farmers in India | Sathya Raghu Mokkapati | TED Countdown",https://www.youtube.com/watch?v=AnIyzhRX9IM&pp=0gcJCX4JAYcqIYzv,64K views,3 years ago,
Climate Action Needs New Frontline Leadership | Ozawa Bineshi Albert | TED,https://www.youtube.com/watch?v=CD7iYdtrJfY,21K views,3 years ago,
Why Is China Appointing Judges to Combat Climate Change? | James K. Thornton | TED Countdown,https://www.youtube.com/watch?v=n4QRIKCebSI&pp=0gcJCX4JAYcqIYzv,88K views,3 years ago,
The Tragedy of Air Pollution -- and an Urgent Demand for Clean Air | Rosamund Adoo-Kissi-Debrah |TED,https://www.youtube.com/watch?v=Pw6R5n9SRng,43K views,3 years ago,
You Deserve the Right to Repair Your Stuff | Gay Gordan-Byrne | TED,https://www.youtube.com/watch?v=NWQ8y3TksrQ,55K views,3 years ago,
Why Play Is Essential for Business | Martin Reeves | TED,https://www.youtube.com/watch?v=xJ9qRH2XLUQ,45K views,3 years ago,
A Sex Therapist's Secret to Rediscovering Your Spark | Ian Kerner | TED,https://www.youtube.com/watch?v=L5rE-Ur9pSI,76K views,3 years ago,
4 Kinds of Regret – and What They Teach You about Yourself | Daniel H. Pink | TED,https://www.youtube.com/watch?v=cenxg8j-Rc0,121K views,3 years ago,
How Film Captures the Space Between Hope and Despair | Mounia Akl | TED,https://www.youtube.com/watch?v=ZwmUdFtYbzE&pp=0gcJCX4JAYcqIYzv,28K views,3 years ago,
The Ocean's Ingenious Climate Solutions | Susan Ruffo | TED Countdown,https://www.youtube.com/watch?v=_VVAu8QsTu8,59K views,3 years ago,
The Incredible Cancer-Detecting Potential of Photoacoustic Imaging | Lei Li | TED,https://www.youtube.com/watch?v=WHtmgv7eiZk,51K views,3 years ago,
How Wind Energy Could Power Earth ... 18 Times Over | Dan Jørgensen | TED Countdown,https://www.youtube.com/watch?v=adJnm7Yopdo,102K views,3 years ago,
How to Fix Two of the Most Broken Systems in the US | Nick Turner | TED,https://www.youtube.com/watch?v=I23D7REnuSk,24K views,3 years ago,
War in Ukraine -- and What It Means for the World Order | Ian Bremmer | TED,https://www.youtube.com/watch?v=k0Fx6igxRv8,1.6M views,3 years ago,
Got Millet? How Marketing Could Improve the Lives of African Farmers | Zoë Karl-Waithaka | TED,https://www.youtube.com/watch?v=NnWhFyFGt74&pp=0gcJCX4JAYcqIYzv,20K views,3 years ago,
Sustainable Cooling That Doesn’t Warm the Planet | Rachel Kyte | TED Countdown,https://www.youtube.com/watch?v=VTygRN3BqwM,40K views,3 years ago,
Sex Education Should Start with Consent | Kaz | TED,https://www.youtube.com/watch?v=lDB_1iyJ1iQ,76K views,3 years ago,
The Mind-Bending Art of Deep Time | Katie Paterson | TED,https://www.youtube.com/watch?v=D0f0mXRlYKk,68K views,3 years ago,
A Different Understanding of American Patriotism | Deval Patrick | TED,https://www.youtube.com/watch?v=EOMvzRZpIOI&pp=0gcJCX4JAYcqIYzv,35K views,3 years ago,
4 Ways to Redefine Power at Work to Include Women of Color | Rha Goddess & Deepa Purushothaman | TED,https://www.youtube.com/watch?v=8VcE5KWpc5A,29K views,3 years ago,
The New Reality of Fashion is Digital | Gala Marija Vrbanic | TED,https://www.youtube.com/watch?v=wD2rhRUYUyA,42K views,3 years ago,
Could We Treat Alzheimer's with Light and Sound? | Li-Huei Tsai | TED,https://www.youtube.com/watch?v=AS0K0XOMNwA,67K views,3 years ago,
"""A Seat at the Table"" Isn't the Solution for Gender Equity | Lilly Singh | TED",https://www.youtube.com/watch?v=9EBkS2kE7uk,558K views,3 years ago,
What You Need to Know About Carbon Removal | Gabrielle Walker | TED,https://www.youtube.com/watch?v=60e6u_1TEIs&pp=0gcJCX4JAYcqIYzv,98K views,3 years ago,
"The Unexpected, Underwater Plant Fighting Climate Change | Carlos M. Duarte | TED Countdown",https://www.youtube.com/watch?v=N0JtOnCnqaA,46K views,3 years ago,
How Radical Hospitality Can Change the Lives of the Formerly Incarcerated | Reuben Jonathan Miller,https://www.youtube.com/watch?v=WxPGJhyFIZk&pp=0gcJCX4JAYcqIYzv,32K views,3 years ago,
What if Women Built the World They Want to See? | Emily Pilloton-Lam | TED,https://www.youtube.com/watch?v=PveLQRApahs,44K views,3 years ago,
How to Fix Broken Supply Chains | Dustin Burke | TED,https://www.youtube.com/watch?v=y_EjCSz1aBo&pp=0gcJCX4JAYcqIYzv,137K views,3 years ago,
"Dave Matthews: ""Dive In"" | TED Countdown",https://www.youtube.com/watch?v=xxhen1IlQ_E,29K views,3 years ago,
How Comic Strips Create Better Health Care | Sam Hester | TED,https://www.youtube.com/watch?v=fAIJAezZg1A,22K views,3 years ago,
How to Realistically Decarbonize the Oil and Gas Industry | Bjørn Otto Sverdrup | TED Countdown,https://www.youtube.com/watch?v=XNNuwvbR6aA,67K views,3 years ago,
The War in Ukraine Could Change Everything | Yuval Noah Harari | TED,https://www.youtube.com/watch?v=yQqthbvYE8M,4.6M views,3 years ago,
How Biochar Removes CO2 from the Air -- and Helps Farmers Thrive | Axel Reinaud | TED,https://www.youtube.com/watch?v=uEOK3fk45Rg,58K views,3 years ago,
"The Creativity, Innovation and Ingenuity Languishing in US Prisons | Brittany K. Barnett | TED",https://www.youtube.com/watch?v=h_lhfnTO7pI,25K views,3 years ago,
The Architectural Mastermind Behind Modern Singapore | Liu Thai Ker | TED,https://www.youtube.com/watch?v=xnZjtR9z1qA&pp=0gcJCX4JAYcqIYzv,39K views,3 years ago,
"What Makes a Job ""Good"" -- and the Case for Investing in People | Warren Valdmanis | TED",https://www.youtube.com/watch?v=kWyQNCOow7A&pp=0gcJCX4JAYcqIYzv,75K views,3 years ago,
Language Shouldn't Be a Barrier to Climate Action | Sophia Kianni | TED Countdown,https://www.youtube.com/watch?v=LvNWW_thRC4,65K views,3 years ago,
How Moms Shape The World | Anna Malaika Tubbs | TED,https://www.youtube.com/watch?v=eSwg04B81YM,58K views,3 years ago,
Why a Free and Fair Internet Is More Vital than Ever | Priscilla Chomba-Kinywa | TED,https://www.youtube.com/watch?v=dKmHLAKQ5PI,25K views,3 years ago,
